category,subcategory,product_title,price,product_url,image_url,description,review_rating,review_count,important_notes,source_page
Computers,Tablets,Tablets Model XYZ-118,116.48,https://webscraper.io/test-sites/e-commerce/static/product/125,https://webscraper.io/images/product_18.jpg,High quality Tablets with latest features,3,10,1 HDD (128GB SSD),2
Computers,Tablets,Tablets Model XYZ-119,157.92,https://webscraper.io/test-sites/e-commerce/static/product/256,https://webscraper.io/images/product_19.jpg,High quality Tablets with latest features,1,13,3 HDD (128GB SSD),1
Computers,Tablets,Tablets Model XYZ-120,253.85,https://webscraper.io/test-sites/e-commerce/static/product/236,https://webscraper.io/images/product_20.jpg,High quality Tablets with latest features,1,24,1 HDD (128GB SSD),2
Computers,Touch,Touch Model XYZ-100,351.21,https://webscraper.io/test-sites/e-commerce/static/product/166,https://webscraper.io/images/product_0.jpg,High quality Touch with latest features,1,17,4 HDD (128GB SSD),1
Computers,Touch,Touch Model XYZ-101,446.72,https://webscraper.io/test-sites/e-commerce/static/product/372,https://webscraper.io/images/product_1.jpg,High quality Touch with latest features,5,37,1 HDD (128GB SSD),4
Computers,Touch,Touch Model XYZ-102,820.77,https://webscraper.io/test-sites/e-commerce/static/product/338,https://webscraper.io/images/product_2.jpg,High quality Touch with latest features,5,20,2 HDD (128GB SSD),3
Computers,Touch,Touch Model XYZ-103,694.4,https://webscraper.io/test-sites/e-commerce/static/product/392,https://webscraper.io/images/product_3.jpg,High quality Touch with latest features,1,20,2 HDD (128GB SSD),2
Computers,Touch,Touch Model XYZ-104,680.11,https://webscraper.io/test-sites/e-commerce/static/product/277,https://webscraper.io/images/product_4.jpg,High quality Touch with latest features,3,1,2 HDD (128GB SSD),1
Computers,Touch,Touch Model XYZ-105,426.56,https://webscraper.io/test-sites/e-commerce/static/product/193,https://webscraper.io/images/product_5.jpg,High quality Touch with latest features,2,7,2 HDD (128GB SSD),2
Computers,Touch,Touch Model XYZ-106,637.96,https://webscraper.io/test-sites/e-commerce/static/product/168,https://webscraper.io/images/product_6.jpg,High quality Touch with latest features,5,42,2 HDD (128GB SSD),4
Computers,Touch,Touch Model XYZ-107,242.16,https://webscraper.io/test-sites/e-commerce/static/product/422,https://webscraper.io/images/product_7.jpg,High quality Touch with latest features,5,32,4 HDD (128GB SSD),1
Computers,Touch,Touch Model XYZ-108,466.15,https://webscraper.io/test-sites/e-commerce/static/product/248,https://webscraper.io/images/product_8.jpg,High quality Touch with latest features,3,46,4 HDD (128GB SSD),4
